,SNO,Gene ID,Transcript ID,Biotype,Strand,Seq region Name,Transcript Start,Transcript End,Transcript Length,No. of Exons
6484,6485,ENSG00000248605,ENST00000511029,lincRNA,-1,5,25404733,25422855,565,3
6485,6486,ENSG00000248605,ENST00000507887,lincRNA,-1,5,25413439,25445925,638,3
6486,6487,ENSG00000248605,ENST00000507926,lincRNA,-1,5,25415646,25445907,369,3
6487,6488,ENSG00000248636,ENST00000537366,lincRNA,-1,12,119387987,119668079,693,4
6488,6489,ENSG00000248636,ENST00000535511,lincRNA,-1,12,119387991,119594240,495,3
6489,6490,ENSG00000248636,ENST00000509470,lincRNA,-1,12,119387991,119594501,695,3
6490,6491,ENSG00000248646,ENST00000510744,lincRNA,-1,4,75361207,75434449,473,2
6491,6492,ENSG00000248656,ENST00000510034,lincRNA,1,4,111640495,111648808,610,4
6492,6493,ENSG00000248663,ENST00000514186,lincRNA,1,5,117415509,117546298,564,4
6493,6494,ENSG00000248663,ENST00000504107,lincRNA,1,5,117455263,117479368,617,3
6494,6495,ENSG00000248667,ENST00000511793,lincRNA,-1,5,85420028,85420451,424,1
6495,6496,ENSG00000248673,ENST00000507781,lincRNA,-1,5,74369376,74536976,568,3
6496,6497,ENSG00000248677,ENST00000503989,lincRNA,-1,5,6686325,6707711,3364,3
6497,6498,ENSG00000248677,ENST00000514788,lincRNA,-1,5,6705150,6706272,381,2
6498,6499,ENSG00000248685,ENST00000513843,lincRNA,-1,4,34120894,34259127,546,4
6499,6500,ENSG00000248685,ENST00000514877,lincRNA,-1,4,34123506,34269747,546,4
6500,6501,ENSG00000248693,ENST00000512978,lincRNA,-1,5,18704433,18746173,238,2
6501,6502,ENSG00000248701,ENST00000507653,lincRNA,1,5,86797685,86800280,482,2
6502,6503,ENSG00000248703,ENST00000508505,lincRNA,-1,12,131296110,131297972,1315,2
6503,6504,ENSG00000248708,ENST00000511417,lincRNA,-1,5,87713135,87733269,592,3
6504,6505,ENSG00000248709,ENST00000512900,lincRNA,1,5,115738978,115756527,1422,3
6505,6506,ENSG00000248714,ENST00000502823,lincRNA,1,17,49361165,49366115,545,3
6506,6507,ENSG00000248714,ENST00000510360,lincRNA,1,17,49361189,49369998,304,3
6507,6508,ENSG00000248714,ENST00000507337,lincRNA,1,17,49362382,49366092,601,3
6508,6509,ENSG00000248717,ENST00000513535,lincRNA,1,5,180684766,180686546,1039,2
6509,6510,ENSG00000248727,ENST00000506836,lincRNA,-1,5,56457795,56481769,656,5
6510,6511,ENSG00000248727,ENST00000511661,lincRNA,-1,5,56465010,56481946,578,3
6511,6512,ENSG00000248736,ENST00000652017,lincRNA,1,5,2921496,2967621,1850,6
6512,6513,ENSG00000248736,ENST00000515086,lincRNA,1,5,2965006,2967628,553,2
6513,6514,ENSG00000248740,ENST00000513793,lincRNA,1,4,103256159,103453658,438,4
6514,6515,ENSG00000248740,ENST00000508099,lincRNA,1,4,103377003,103439741,527,4
6515,6516,ENSG00000248740,ENST00000510200,lincRNA,1,4,103425042,103439728,417,4
6516,6517,ENSG00000248744,ENST00000515623,lincRNA,1,4,45009540,45051652,672,6
6517,6518,ENSG00000248747,ENST00000514347,lincRNA,-1,4,141240739,141278789,1037,3
6518,6519,ENSG00000248749,ENST00000504840,lincRNA,-1,4,84371393,84380189,702,3
6519,6520,ENSG00000248752,ENST00000651847,lincRNA,-1,5,125400095,126368755,1670,16
6520,6521,ENSG00000248752,ENST00000450613,lincRNA,-1,5,126076800,126279801,547,3
6521,6522,ENSG00000248752,ENST00000652532,lincRNA,-1,5,126272624,126285449,827,3
6522,6523,ENSG00000248753,ENST00000507058,lincRNA,1,5,135120526,135139681,532,3
6523,6524,ENSG00000248757,ENST00000503367,lincRNA,-1,5,103528434,103541985,432,5
6524,6525,ENSG00000248762,ENST00000505564,lincRNA,-1,8,95986108,95993103,941,2
6525,6526,ENSG00000248779,ENST00000511712,lincRNA,1,5,44752949,44765744,591,3
6526,6527,ENSG00000248783,ENST00000502209,lincRNA,-1,5,12553890,12574637,372,3
6527,6528,ENSG00000248787,ENST00000650374,lincRNA,-1,3,125907765,125916360,981,6
6528,6529,ENSG00000248787,ENST00000510244,lincRNA,-1,3,125908005,125910272,427,3
6529,6530,ENSG00000248789,ENST00000505899,lincRNA,1,5,52008031,52043909,407,4
6530,6531,ENSG00000248789,ENST00000510583,lincRNA,1,5,52009815,52080987,419,4
6531,6532,ENSG00000248802,ENST00000487657,lincRNA,-1,4,128582999,128601400,482,2
6532,6533,ENSG00000248802,ENST00000509360,lincRNA,-1,4,128599439,128601407,203,2
6533,6534,ENSG00000248809,ENST00000652711,lincRNA,-1,4,146077717,146121890,1744,9
6534,6535,ENSG00000248809,ENST00000503593,lincRNA,-1,4,146077846,146108157,522,3
6535,6536,ENSG00000248809,ENST00000652178,lincRNA,-1,4,146109447,146121902,1552,6
6536,6537,ENSG00000248809,ENST00000512063,lincRNA,-1,4,146109455,146121906,1175,6
6537,6538,ENSG00000248809,ENST00000507726,lincRNA,-1,4,146109457,146121913,1715,5
6538,6539,ENSG00000248809,ENST00000515703,lincRNA,-1,4,146110823,146111717,451,3
6539,6540,ENSG00000248809,ENST00000505848,lincRNA,-1,4,146111159,146111705,420,2
6540,6541,ENSG00000248809,ENST00000513023,lincRNA,-1,4,146111430,146112210,411,3
6541,6542,ENSG00000248810,ENST00000506645,lincRNA,-1,4,141319450,141323562,592,2
6542,6543,ENSG00000248810,ENST00000509161,lincRNA,-1,4,141321129,141326007,2839,2
6543,6544,ENSG00000248810,ENST00000511213,lincRNA,-1,4,141323471,141332618,719,3
6544,6545,ENSG00000248813,ENST00000506865,lincRNA,-1,5,31741833,31742327,495,1
6545,6546,ENSG00000248837,ENST00000652324,lincRNA,1,4,22997535,23123487,1879,10
6546,6547,ENSG00000248837,ENST00000511453,lincRNA,1,4,22997551,23056862,1309,4
6547,6548,ENSG00000248837,ENST00000503017,lincRNA,1,4,22999586,23041015,547,3
6548,6549,ENSG00000248837,ENST00000506425,lincRNA,1,4,23003153,23041518,957,3
6549,6550,ENSG00000248837,ENST00000503394,lincRNA,1,4,23105502,23123487,546,5
6550,6551,ENSG00000248842,ENST00000507391,lincRNA,1,5,146400981,146407359,312,2
6551,6552,ENSG00000248844,ENST00000528316,lincRNA,-1,11,70056230,70063924,548,2
6552,6553,ENSG00000248844,ENST00000511013,lincRNA,-1,11,70056230,70065371,1755,2
6553,6554,ENSG00000248846,ENST00000509924,lincRNA,-1,5,66206212,66209447,562,2
6554,6555,ENSG00000248859,ENST00000512115,lincRNA,1,5,176743205,176743871,560,2
6555,6556,ENSG00000248866,ENST00000503051,lincRNA,1,4,52659406,52661668,1048,2
6556,6557,ENSG00000248869,ENST00000505736,lincRNA,-1,4,136796722,137212799,1668,4
6557,6558,ENSG00000248869,ENST00000652184,lincRNA,-1,4,136796725,137212790,1831,6
6558,6559,ENSG00000248869,ENST00000512039,lincRNA,-1,4,136809069,136921382,319,4
6559,6560,ENSG00000248870,ENST00000510845,lincRNA,-1,5,82586776,82587411,636,1
6560,6561,ENSG00000248872,ENST00000505329,lincRNA,1,4,171040602,171059163,1788,5
6561,6562,ENSG00000248872,ENST00000503929,lincRNA,1,4,171040608,171059163,3601,3
6562,6563,ENSG00000248874,ENST00000512559,lincRNA,1,5,23951348,24178263,1984,5
6563,6564,ENSG00000248874,ENST00000507936,lincRNA,1,5,23951564,23979986,477,4
6564,6565,ENSG00000248876,ENST00000505002,lincRNA,1,5,109470843,109471586,744,1
6565,6566,ENSG00000248884,ENST00000507733,lincRNA,-1,5,68430427,68434481,410,3
6566,6567,ENSG00000248893,ENST00000507796,lincRNA,1,15,101954885,101956412,1187,3
6567,6568,ENSG00000248893,ENST00000559252,lincRNA,1,15,101954893,101955721,590,2
6568,6569,ENSG00000248901,ENST00000505908,lincRNA,-1,5,98086260,98161193,651,5
6569,6570,ENSG00000248908,ENST00000504339,lincRNA,-1,5,24835280,24840583,2290,3
6570,6571,ENSG00000248912,ENST00000512609,lincRNA,1,4,156686664,156692636,947,2
6571,6572,ENSG00000248918,ENST00000508923,lincRNA,1,5,50969660,50970187,432,2
6572,6573,ENSG00000248927,ENST00000511422,lincRNA,1,5,120781218,120790778,1114,2
6573,6574,ENSG00000248939,ENST00000505575,lincRNA,1,4,43133867,43234956,606,5
6574,6575,ENSG00000248942,ENST00000651573,lincRNA,-1,5,74258689,74321239,1408,7
6575,6576,ENSG00000248942,ENST00000507890,lincRNA,-1,5,74306410,74308325,389,3
6576,6577,ENSG00000248943,ENST00000515739,lincRNA,-1,5,177801204,177803344,684,2
6577,6578,ENSG00000248949,ENST00000507989,lincRNA,1,5,946315,956520,559,2
6578,6579,ENSG00000248954,ENST00000515692,lincRNA,1,17,49887598,49900893,1816,5
6579,6580,ENSG00000248962,ENST00000513859,lincRNA,-1,5,4012708,4013649,559,2
6580,6581,ENSG00000248964,ENST00000507496,lincRNA,-1,8,29815004,29828504,1867,3
6581,6582,ENSG00000248964,ENST00000517356,lincRNA,-1,8,29815004,29854543,1496,3
6582,6583,ENSG00000248973,ENST00000507435,lincRNA,-1,5,4451930,4866221,721,6
6583,6584,ENSG00000248973,ENST00000651524,lincRNA,-1,5,4657203,4866226,815,4
6584,6585,ENSG00000248973,ENST00000651493,lincRNA,-1,5,4802122,4866257,907,5
6585,6586,ENSG00000248973,ENST00000515656,lincRNA,-1,5,4831699,4849800,295,2
6586,6587,ENSG00000248975,ENST00000548124,lincRNA,-1,14,29952397,29980254,233,2
6587,6588,ENSG00000248975,ENST00000549360,lincRNA,-1,14,29972669,30297017,768,3
6588,6589,ENSG00000248975,ENST00000508469,lincRNA,-1,14,30167834,30297043,922,4
6589,6590,ENSG00000248990,ENST00000505409,lincRNA,1,11,28679183,28683469,520,3
6590,6591,ENSG00000248991,ENST00000507949,lincRNA,1,4,151919468,151943933,488,4
6591,6592,ENSG00000248994,ENST00000511693,lincRNA,1,5,1933863,1959176,718,2
6592,6593,ENSG00000248994,ENST00000513419,lincRNA,1,5,1939772,1958901,490,2
6593,6594,ENSG00000248995,ENST00000510459,lincRNA,-1,12,64920845,64982524,447,3
6594,6595,ENSG00000249000,ENST00000504882,lincRNA,1,4,134759399,134817289,489,5
6595,6596,ENSG00000249008,ENST00000512516,lincRNA,-1,4,177242539,177248773,421,4
6596,6597,ENSG00000249016,ENST00000505950,lincRNA,-1,5,54956235,54957846,441,2
6597,6598,ENSG00000249021,ENST00000333482,lincRNA,-1,5,115691462,115692167,706,1
6598,6599,ENSG00000249022,ENST00000515232,lincRNA,1,4,153034211,153091165,562,5
6599,6600,ENSG00000249023,ENST00000505572,lincRNA,1,5,85429702,85430184,483,1
6600,6601,ENSG00000249036,ENST00000513871,lincRNA,-1,4,77394491,77494286,571,3
6601,6602,ENSG00000249052,ENST00000505511,lincRNA,1,4,91887886,91904335,577,4
6602,6603,ENSG00000249054,ENST00000504074,lincRNA,-1,12,36602,38133,1187,3
6603,6604,ENSG00000249054,ENST00000546223,lincRNA,-1,12,36661,38102,1199,2
6604,6605,ENSG00000249061,ENST00000503349,lincRNA,1,5,86967321,87137712,602,3
6605,6606,ENSG00000249061,ENST00000515750,lincRNA,1,5,87120148,87137698,292,2
6606,6607,ENSG00000249066,ENST00000509559,lincRNA,1,4,60750586,60789999,584,3
6607,6608,ENSG00000249069,ENST00000523194,lincRNA,1,5,54320944,54415125,715,5
6608,6609,ENSG00000249069,ENST00000517934,lincRNA,1,5,54322881,54401905,306,2
6609,6610,ENSG00000249069,ENST00000512618,lincRNA,1,5,54390838,54401829,421,3
6610,6611,ENSG00000249069,ENST00000504609,lincRNA,1,5,54395351,54415099,735,6
6611,6612,ENSG00000249073,ENST00000513561,lincRNA,1,5,133913677,133917269,683,3
6612,6613,ENSG00000249082,ENST00000507035,lincRNA,-1,5,135038831,135040047,843,2
6613,6614,ENSG00000249082,ENST00000511256,lincRNA,-1,5,135038841,135039696,477,2
6614,6615,ENSG00000249091,ENST00000507220,lincRNA,-1,4,138277115,138281784,405,2
6615,6616,ENSG00000249094,ENST00000446473,lincRNA,1,12,109880676,109888467,728,2
6616,6617,ENSG00000249096,ENST00000617323,lincRNA,-1,4,184365183,184369870,2044,3
6617,6618,ENSG00000249096,ENST00000610683,lincRNA,-1,4,184365561,184382264,724,6
6618,6619,ENSG00000249096,ENST00000608785,lincRNA,-1,4,184372407,184382306,516,4
6619,6620,ENSG00000249099,ENST00000512939,lincRNA,-1,5,26382519,26399819,487,5
6620,6621,ENSG00000249100,ENST00000509506,lincRNA,1,5,82765404,82766333,930,1
6621,6622,ENSG00000249102,ENST00000652363,lincRNA,1,5,33008934,33020109,1187,2
6622,6623,ENSG00000249102,ENST00000511054,lincRNA,1,5,33008994,33025724,599,2
6623,6624,ENSG00000249111,ENST00000512546,lincRNA,1,4,59152834,59176146,327,2
6624,6625,ENSG00000249122,ENST00000510602,lincRNA,1,4,41750345,41757341,561,3
6625,6626,ENSG00000249125,ENST00000503950,lincRNA,1,4,123490268,123522106,539,3
6626,6627,ENSG00000249128,ENST00000503320,lincRNA,1,5,118596188,118628092,543,5
6627,6628,ENSG00000249131,ENST00000515306,lincRNA,-1,5,139741349,139746223,412,3
6628,6629,ENSG00000249145,ENST00000646635,lincRNA,1,4,8320117,8327142,1364,3
6629,6630,ENSG00000249145,ENST00000509453,lincRNA,1,4,8320176,8323863,492,2
6630,6631,ENSG00000249145,ENST00000503186,lincRNA,1,4,8320279,8323965,685,4
6631,6632,ENSG00000249150,ENST00000508636,lincRNA,-1,5,116820993,116830187,553,3
6632,6633,ENSG00000249152,ENST00000502518,lincRNA,-1,4,92268767,92277075,616,2
6633,6634,ENSG00000249153,ENST00000504046,lincRNA,1,5,85848502,85849199,698,1
6634,6635,ENSG00000249159,ENST00000512406,lincRNA,-1,5,8387638,8457564,440,5
6635,6636,ENSG00000249159,ENST00000607662,lincRNA,-1,5,8446101,8457532,397,3
6636,6637,ENSG00000249160,ENST00000506021,lincRNA,-1,5,10504996,10509194,774,3
6637,6638,ENSG00000249160,ENST00000504650,lincRNA,-1,5,10505443,10522084,518,3
6638,6639,ENSG00000249166,ENST00000510562,lincRNA,-1,5,10493291,10494094,415,2
6639,6640,ENSG00000249167,ENST00000508766,lincRNA,1,5,116574482,116591398,482,2
6640,6641,ENSG00000249169,ENST00000512237,lincRNA,1,5,92654848,92670734,952,2
6641,6642,ENSG00000249169,ENST00000513812,lincRNA,1,5,92669870,92679141,572,2
6642,6643,ENSG00000249171,ENST00000510169,lincRNA,-1,4,83668510,83731755,791,4
6643,6644,ENSG00000249173,ENST00000506479,lincRNA,-1,4,184893871,184898764,634,3
6644,6645,ENSG00000249173,ENST00000507183,lincRNA,-1,4,184893901,184899454,621,3
6645,6646,ENSG00000249173,ENST00000515864,lincRNA,-1,4,184893905,184899451,601,3
6646,6647,ENSG00000249174,ENST00000504827,lincRNA,-1,5,18965861,19142346,660,2
6647,6648,ENSG00000249184,ENST00000513617,lincRNA,1,4,151799500,151801348,764,3
6648,6649,ENSG00000249198,ENST00000502647,lincRNA,-1,5,57751192,57751717,526,1
6649,6650,ENSG00000249199,ENST00000511182,lincRNA,-1,5,17369225,17375577,285,2
6650,6651,ENSG00000249203,ENST00000505706,lincRNA,-1,5,44495618,44510240,584,3
6651,6652,ENSG00000249203,ENST00000510758,lincRNA,-1,5,44500632,44510282,539,3
6652,6653,ENSG00000249228,ENST00000514855,lincRNA,1,4,29046591,29048765,1604,2
6653,6654,ENSG00000249231,ENST00000565755,lincRNA,-1,16,52552090,52554179,461,2
6654,6655,ENSG00000249231,ENST00000510238,lincRNA,-1,16,52552093,52606935,955,4
6655,6656,ENSG00000249231,ENST00000563844,lincRNA,-1,16,52573179,52652105,610,5
6656,6657,ENSG00000249236,ENST00000645512,lincRNA,1,5,55978248,56111329,648,4
6657,6658,ENSG00000249236,ENST00000644169,lincRNA,1,5,56059020,56111211,435,4
6658,6659,ENSG00000249236,ENST00000511861,lincRNA,1,5,56059050,56067372,384,2
6659,6660,ENSG00000249241,ENST00000510551,lincRNA,1,4,40316485,40330419,957,3
6660,6661,ENSG00000249258,ENST00000513892,lincRNA,1,8,17131181,17149789,2292,3
6661,6662,ENSG00000249261,ENST00000510242,lincRNA,-1,5,124868972,124869914,943,1
6662,6663,ENSG00000249267,ENST00000545784,lincRNA,-1,12,125958688,125983374,2078,6
6663,6664,ENSG00000249267,ENST00000507313,lincRNA,-1,12,125958690,125983373,2819,6
6664,6665,ENSG00000249267,ENST00000502479,lincRNA,-1,12,125958702,125980448,4972,6
6665,6666,ENSG00000249269,ENST00000505178,lincRNA,1,4,188757679,188778979,437,3
6666,6667,ENSG00000249275,ENST00000507296,lincRNA,1,4,157637687,157667044,812,2
6667,6668,ENSG00000249276,ENST00000508829,lincRNA,1,5,43874367,43886628,339,2
6668,6669,ENSG00000249279,ENST00000511794,lincRNA,-1,5,61201309,61252889,577,2
6669,6670,ENSG00000249279,ENST00000503882,lincRNA,-1,5,61250557,61264929,640,3
6670,6671,ENSG00000249297,ENST00000651666,lincRNA,-1,4,171536034,171636077,1644,5
6671,6672,ENSG00000249297,ENST00000508977,lincRNA,-1,4,171602683,171638763,553,5
6672,6673,ENSG00000249306,ENST00000515513,lincRNA,1,5,174336295,174526448,770,5
6673,6674,ENSG00000249306,ENST00000507361,lincRNA,1,5,174336354,174529982,2098,4
6674,6675,ENSG00000249306,ENST00000510234,lincRNA,1,5,174336495,174527139,938,6
6675,6676,ENSG00000249306,ENST00000504512,lincRNA,1,5,174503683,174526380,561,3
6676,6677,ENSG00000249306,ENST00000511707,lincRNA,1,5,174503815,174520665,564,3
6677,6678,ENSG00000249306,ENST00000506862,lincRNA,1,5,174517759,174532457,744,4
6678,6679,ENSG00000249328,ENST00000502766,lincRNA,-1,8,79769372,79871737,2126,6
6679,6680,ENSG00000249328,ENST00000517365,lincRNA,-1,8,79820569,79871759,498,4
6680,6681,ENSG00000249332,ENST00000651224,lincRNA,-1,5,15112120,15198071,1286,4
6681,6682,ENSG00000249332,ENST00000502680,lincRNA,-1,5,15112377,15117007,822,3
6682,6683,ENSG00000249332,ENST00000511443,lincRNA,-1,5,15192139,15266541,558,3
6683,6684,ENSG00000249334,ENST00000505494,lincRNA,1,4,10685003,10697661,640,3
6684,6685,ENSG00000249335,ENST00000503268,lincRNA,-1,5,68832585,68962158,499,3
6685,6686,ENSG00000249343,ENST00000512458,lincRNA,1,5,74321631,74340152,550,3
6686,6687,ENSG00000249343,ENST00000651656,lincRNA,1,5,74322433,74340378,1251,4
6687,6688,ENSG00000249343,ENST00000508083,lincRNA,1,5,74322486,74328297,724,3
6688,6689,ENSG00000249345,ENST00000512624,lincRNA,-1,12,126915203,127060397,1361,7
6689,6690,ENSG00000249345,ENST00000651439,lincRNA,-1,12,126915207,127060351,1381,8
6690,6691,ENSG00000249345,ENST00000540244,lincRNA,-1,12,126975839,127060401,689,4
6691,6692,ENSG00000249345,ENST00000546062,lincRNA,-1,12,127030528,127060349,563,3
6692,6693,ENSG00000249346,ENST00000525912,lincRNA,-1,6,33867506,33893653,396,2
6693,6694,ENSG00000249346,ENST00000506222,lincRNA,-1,6,33889511,33896907,3151,3
6694,6695,ENSG00000249346,ENST00000531046,lincRNA,-1,6,33891702,33892779,822,2
6695,6696,ENSG00000249346,ENST00000525746,lincRNA,-1,6,33891797,33892750,710,2
6696,6697,ENSG00000249346,ENST00000533304,lincRNA,-1,6,33892310,33896914,592,3
6697,6698,ENSG00000249349,ENST00000446516,lincRNA,-1,5,85112342,85112756,415,1
6698,6699,ENSG00000249352,ENST00000505371,lincRNA,-1,5,68970692,69029927,526,2
6699,6700,ENSG00000249352,ENST00000504280,lincRNA,-1,5,69026755,69030165,810,3
6700,6701,ENSG00000249359,ENST00000503488,lincRNA,-1,5,21323873,21341375,5454,3
6701,6702,ENSG00000249362,ENST00000504287,lincRNA,1,5,87662042,87679147,652,2
6702,6703,ENSG00000249364,ENST00000503106,lincRNA,1,5,67379378,67775034,557,4
6703,6704,ENSG00000249364,ENST00000514368,lincRNA,1,5,67619791,67797604,756,5
6704,6705,ENSG00000249364,ENST00000513234,lincRNA,1,5,67793214,67801058,1556,3
6705,6706,ENSG00000249364,ENST00000504068,lincRNA,1,5,67793218,67805235,793,3
6706,6707,ENSG00000249364,ENST00000515227,lincRNA,1,5,67793220,67805238,666,2
6707,6708,ENSG00000249364,ENST00000509947,retained_intron,1,5,67797345,67800077,780,2
6708,6709,ENSG00000249375,ENST00000502463,lincRNA,-1,8,127686343,127733967,3301,3
6709,6710,ENSG00000249375,ENST00000519071,lincRNA,-1,8,127700608,127733967,791,4
6710,6711,ENSG00000249375,ENST00000518376,lincRNA,-1,8,127730194,127733967,872,2
6711,6712,ENSG00000249378,ENST00000512839,lincRNA,1,4,188400736,188485865,716,5
6712,6713,ENSG00000249378,ENST00000513313,lincRNA,1,4,188400736,188485865,382,3
6713,6714,ENSG00000249378,ENST00000510832,lincRNA,1,4,188455578,188538552,2435,6
6714,6715,ENSG00000249378,ENST00000510005,lincRNA,1,4,188455593,188601908,468,5
6715,6716,ENSG00000249378,ENST00000503458,lincRNA,1,4,188455625,188601906,375,4
6716,6717,ENSG00000249378,ENST00000503580,lincRNA,1,4,188485779,188681051,418,2
6717,6718,ENSG00000249381,ENST00000515860,lincRNA,1,4,138425523,138436869,539,2
6718,6719,ENSG00000249383,ENST00000514726,lincRNA,-1,17,51312609,51335165,1723,6
6719,6720,ENSG00000249383,ENST00000649531,lincRNA,-1,17,51332958,51334689,1149,2
6720,6721,ENSG00000249388,ENST00000504891,lincRNA,1,12,54082118,54102693,528,2
6721,6722,ENSG00000249388,ENST00000650963,lincRNA,1,12,54082720,54102699,1059,5
6722,6723,ENSG00000249392,ENST00000504537,lincRNA,-1,4,59551142,59630324,558,6
6723,6724,ENSG00000249395,ENST00000504531,lincRNA,-1,8,75223404,75278461,1164,3
6724,6725,ENSG00000249395,ENST00000522183,lincRNA,-1,8,75223703,75324741,833,2
6725,6726,ENSG00000249395,ENST00000521147,lincRNA,-1,8,75223769,75278497,731,2
6726,6727,ENSG00000249395,ENST00000523313,lincRNA,-1,8,75223898,75324316,557,2
6727,6728,ENSG00000249396,ENST00000651900,lincRNA,-1,5,10493291,10502698,816,5
6728,6729,ENSG00000249396,ENST00000515243,lincRNA,-1,5,10493527,10502728,2130,3
6729,6730,ENSG00000249403,ENST00000507398,lincRNA,1,5,174986295,174987050,342,2
6730,6731,ENSG00000249404,ENST00000507674,lincRNA,1,5,23013048,23014527,440,2
6731,6732,ENSG00000249405,ENST00000512599,lincRNA,-1,5,50858760,50860020,794,2
6732,6733,ENSG00000249406,ENST00000650459,lincRNA,1,17,50208944,50215922,1789,7
6733,6734,ENSG00000249406,ENST00000514468,lincRNA,1,17,50208950,50215585,1245,8
6734,6735,ENSG00000249406,ENST00000509943,lincRNA,1,17,50208972,50214459,839,5
6735,6736,ENSG00000249409,ENST00000506100,lincRNA,1,4,120639090,120650788,544,2
6736,6737,ENSG00000249409,ENST00000505556,lincRNA,1,4,120639109,120650796,530,2
6737,6738,ENSG00000249413,ENST00000508572,lincRNA,1,4,65998846,66150012,754,4
6738,6739,ENSG00000249425,ENST00000512652,lincRNA,1,4,160539254,160586817,1417,5
6739,6740,ENSG00000249426,ENST00000515364,lincRNA,-1,5,118760474,118785459,497,2
6740,6741,ENSG00000249429,ENST00000340585,lincRNA,-1,5,143489855,143531350,560,2
6741,6742,ENSG00000249436,ENST00000509844,lincRNA,1,5,57614389,57617431,820,2
6742,6743,ENSG00000249441,ENST00000508374,lincRNA,-1,4,19747179,19754591,239,2
6743,6744,ENSG00000249451,ENST00000502300,lincRNA,-1,17,50503412,50508328,349,2
6744,6745,ENSG00000249458,ENST00000510203,lincRNA,-1,4,176866614,176875457,428,3
6745,6746,ENSG00000249460,ENST00000512547,lincRNA,-1,4,181261161,181265029,493,2
6746,6747,ENSG00000249463,ENST00000510967,lincRNA,-1,4,132027175,132028434,347,2
6747,6748,ENSG00000249464,ENST00000514823,lincRNA,1,4,123650267,123666832,5262,3
6748,6749,ENSG00000249464,ENST00000511919,lincRNA,1,4,123650291,123930354,590,6
