,SNO,Index,RefSeq Gene ID,Dbxref,Name,gbkey,Biotype,Type,Seq_id,Strand,Start,End,No. of Transcripts
10715,10716,2207633,gene-LOC105369645,GeneID:105369645,LOC105369645,Gene,lncRNA,gene,NC_000012.12,1,8563195,8566073,3
10716,10717,2209177,gene-LINC00612,"GeneID:253128,HGNC:HGNC:28621",LINC00612,Gene,lncRNA,gene,NC_000012.12,-1,9055589,9065070,1
10717,10718,2209182,gene-A2M-AS1,"GeneID:144571,HGNC:HGNC:27057",A2M-AS1,Gene,lncRNA,gene,NC_000012.12,1,9065177,9068055,3
10718,10719,2210227,gene-MIR1244-3,"GeneID:100422872,HGNC:HGNC:38390,miRBase:MI0015975",MIR1244-3,Gene,miRNA,gene,NC_000012.12,-1,9239467,9239551,2
10719,10720,2210232,gene-LINC00987,"GeneID:100499405,HGNC:HGNC:48911",LINC00987,Gene,lncRNA,gene,NC_000012.12,1,9240003,9262877,9
10720,10721,2210286,gene-LOC642846,GeneID:642846,LOC642846,Gene,lncRNA,gene,NC_000012.12,1,9283657,9314088,1
10721,10722,2210310,gene-LOC107984489,GeneID:107984489,LOC107984489,Gene,lncRNA,gene,NC_000012.12,1,9316593,9319860,1
10722,10723,2210314,gene-LOC105369649,GeneID:105369649,LOC105369649,Gene,lncRNA,gene,NC_000012.12,-1,9334243,9342768,1
10723,10724,2210318,gene-LINC02367,"GeneID:101930452,HGNC:HGNC:53290",LINC02367,Gene,lncRNA,gene,NC_000012.12,1,9367464,9397617,1
10724,10725,2210324,gene-LOC101928030,GeneID:101928030,LOC101928030,Gene,lncRNA,gene,NC_000012.12,-1,9371782,9381422,1
10725,10726,2210328,gene-LOC728715,GeneID:728715,LOC728715,Gene,lncRNA,gene,NC_000012.12,-1,9397057,9407414,1
10726,10727,2210339,gene-LOC105369647,GeneID:105369647,LOC105369647,Gene,lncRNA,gene,NC_000012.12,1,9407381,9408752,3
10727,10728,2210352,gene-LOC107987172,GeneID:107987172,LOC107987172,Gene,lncRNA,gene,NC_000012.12,-1,9408856,9413656,2
10728,10729,2210465,gene-LOC107987174,GeneID:107987174,LOC107987174,Gene,lncRNA,gene,NC_000012.12,1,9603666,9607797,1
10729,10730,2210591,gene-LINC02390,"GeneID:105369652,HGNC:HGNC:53317",LINC02390,Gene,lncRNA,gene,NC_000012.12,1,9703619,9711454,1
10730,10731,2210799,gene-LINC02470,"GeneID:100506159,HGNC:HGNC:53409",LINC02470,Gene,lncRNA,gene,NC_000012.12,-1,9936579,9943495,1
10731,10732,2210806,gene-CLEC12A-AS1,"GeneID:400002,HGNC:HGNC:53407",CLEC12A-AS1,Gene,lncRNA,gene,NC_000012.12,-1,9948137,9953337,1
10732,10733,2211170,gene-LOC102724020,GeneID:102724020,LOC102724020,Gene,lncRNA,gene,NC_000012.12,-1,10015352,10030606,1
10733,10734,2211275,gene-LOC105369655,GeneID:105369655,LOC105369655,Gene,lncRNA,gene,NC_000012.12,1,10115385,10133813,2
10734,10735,2211481,gene-LOC107984509,GeneID:107984509,LOC107984509,Gene,lncRNA,gene,NC_000012.12,-1,10203909,10212435,2
10735,10736,2211765,gene-LOC105369656,GeneID:105369656,LOC105369656,Gene,lncRNA,gene,NC_000012.12,-1,10280338,10291348,2
10736,10737,2211773,gene-LOC101928100,GeneID:101928100,LOC101928100,Gene,lncRNA,gene,NC_000012.12,1,10363769,10398506,1
10737,10738,2211959,gene-LOC105369657,GeneID:105369657,LOC105369657,Gene,lncRNA,gene,NC_000012.12,-1,10495210,10537108,2
10738,10739,2211982,gene-LOC105369658,GeneID:105369658,LOC105369658,Gene,lncRNA,gene,NC_000012.12,-1,10537152,10550930,1
10739,10740,2211988,gene-LINC02446,"GeneID:101060038,HGNC:HGNC:53378",LINC02446,Gene,lncRNA,gene,NC_000012.12,1,10553379,10575688,2
10740,10741,2211996,gene-LOC105376675,GeneID:105376675,LOC105376675,Gene,lncRNA,gene,NC_000012.12,-1,10566990,10570094,1
10741,10742,2212293,gene-LOC112268104,GeneID:112268104,LOC112268104,Gene,lncRNA,gene,NC_000012.12,-1,10723571,10741323,1
10742,10743,2212299,gene-LINC02366,"GeneID:101928162,HGNC:HGNC:53289",LINC02366,Gene,lncRNA,gene,NC_000012.12,1,10750234,10777451,1
10743,10744,2212322,gene-LOC107984459,GeneID:107984459,LOC107984459,Gene,lncRNA,gene,NC_000012.12,-1,10821816,10837507,1
10744,10745,2212331,gene-PRH1-PRR4,GeneID:100533464,PRH1-PRR4,Gene,lncRNA,gene,NC_000012.12,-1,10845849,11171625,1
10745,10746,2212474,gene-LOC107987183,GeneID:107987183,LOC107987183,Gene,lncRNA,gene,NC_000012.12,1,11274904,11279984,1
10746,10747,2212535,gene-LOC440084,GeneID:440084,LOC440084,Gene,lncRNA,gene,NC_000012.12,-1,11430210,11486678,1
10747,10748,2212547,gene-LINC01252,"GeneID:338817,HGNC:HGNC:27888",LINC01252,Gene,lncRNA,gene,NC_000012.12,1,11548030,11564403,1
10748,10749,2212833,gene-MIR1244-4,"GeneID:103504734,HGNC:HGNC:50831,miRBase:MI0031511",MIR1244-4,Gene,miRNA,gene,NC_000012.12,1,12111952,12112036,2
10749,10750,2213058,gene-LOH12CR2,"GeneID:503693,HGNC:HGNC:26524",LOH12CR2,Gene,lncRNA,gene,NC_000012.12,-1,12355408,12357067,1
10750,10751,2213115,gene-LOC107984485,GeneID:107984485,LOC107984485,Gene,lncRNA,gene,NC_000012.12,1,12471785,12484338,1
10751,10752,2213187,gene-LOC107984486,GeneID:107984486,LOC107984486,Gene,lncRNA,gene,NC_000012.12,-1,12575135,12586958,1
10752,10753,2213269,gene-LOC105369663,GeneID:105369663,LOC105369663,Gene,lncRNA,gene,NC_000012.12,-1,12721638,12724041,1
10753,10754,2213284,gene-LOC107984129,GeneID:107984129,LOC107984129,Gene,lncRNA,gene,NC_000012.12,1,12726103,12739856,1
10754,10755,2213288,gene-MIR613,"GeneID:693198,HGNC:HGNC:32869,miRBase:MI0003626",MIR613,Gene,miRNA,gene,NC_000012.12,1,12764649,12764743,2
10755,10756,2213344,gene-LOC107984492,GeneID:107984492,LOC107984492,Gene,lncRNA,gene,NC_000012.12,1,12836326,12859470,1
10756,10757,2213352,gene-LOC112267864,GeneID:112267864,LOC112267864,Gene,lncRNA,gene,NC_000012.12,1,12870493,12874811,1
10757,10758,2213371,gene-MIR614,"GeneID:693199,HGNC:HGNC:32870,miRBase:MI0003627",MIR614,Gene,miRNA,gene,NC_000012.12,1,12915829,12915918,2
10758,10759,2213376,gene-GPRC5D-AS1,"GeneID:100506314,HGNC:HGNC:53599",GPRC5D-AS1,Gene,lncRNA,gene,NC_000012.12,1,12927726,13022498,7
10759,10760,2213691,gene-LOC105369666,GeneID:105369666,LOC105369666,Gene,lncRNA,gene,NC_000012.12,1,13101337,13102436,1
10760,10761,2213695,gene-LOC105369665,GeneID:105369665,LOC105369665,Gene,lncRNA,gene,NC_000012.12,-1,13102708,13103456,1
10761,10762,2213718,gene-LINC01559,"GeneID:283422,HGNC:HGNC:26598",LINC01559,Gene,lncRNA,gene,NC_000012.12,-1,13370671,13376745,1
10762,10763,2213842,gene-LOC105369668,GeneID:105369668,LOC105369668,Gene,lncRNA,gene,NC_000012.12,1,13581916,13620071,3
10763,10764,2213860,gene-LOC105369667,GeneID:105369667,LOC105369667,Gene,lncRNA,gene,NC_000012.12,1,13827021,13838128,2
10764,10765,2214298,gene-LOC101928317,GeneID:101928317,LOC101928317,Gene,lncRNA,gene,NC_000012.12,1,14529204,14535673,3
10765,10766,2214315,gene-PLBD1-AS1,"GeneID:101928290,HGNC:HGNC:51143",PLBD1-AS1,Gene,lncRNA,gene,NC_000012.12,1,14567732,14619755,1
10766,10767,2214711,gene-LOC105369670,GeneID:105369670,LOC105369670,Gene,lncRNA,gene,NC_000012.12,-1,14962460,14989875,1
10767,10768,2214732,gene-LINC01489,"GeneID:101928340,HGNC:HGNC:51145",LINC01489,Gene,lncRNA,gene,NC_000012.12,1,15001833,15006683,1
10768,10769,2214738,gene-LOC107984506,GeneID:107984506,LOC107984506,Gene,lncRNA,gene,NC_000012.12,1,15049810,15151895,3
10769,10770,2214782,gene-RERG-AS1,"GeneID:100873980,HGNC:HGNC:39990",RERG-AS1,Gene,lncRNA,gene,NC_000012.12,1,15151923,15155283,1
10770,10771,2215088,gene-LOC105369673,GeneID:105369673,LOC105369673,Gene,lncRNA,gene,NC_000012.12,-1,15336533,15348503,4
10771,10772,2215104,gene-LOC105369672,GeneID:105369672,LOC105369672,Gene,lncRNA,gene,NC_000012.12,-1,15520328,15557041,1
10772,10773,2215416,gene-LOC102724146,GeneID:102724146,LOC102724146,Gene,lncRNA,gene,NC_000012.12,-1,15817069,15882610,4
10773,10774,2215562,gene-LOC101928362,GeneID:101928362,LOC101928362,Gene,lncRNA,gene,NC_000012.12,1,16107509,16276525,2
10774,10775,2215698,gene-LOC107984494,GeneID:107984494,LOC107984494,Gene,lncRNA,gene,NC_000012.12,1,16420125,16461193,2
10775,10776,2215846,gene-LOC105369677,GeneID:105369677,LOC105369677,Gene,lncRNA,gene,NC_000012.12,-1,16787123,16988658,1
10776,10777,2215872,gene-LINC02378,"GeneID:105369678,HGNC:HGNC:53301",LINC02378,Gene,lncRNA,gene,NC_000012.12,-1,17581823,17589078,1
10777,10778,2215881,gene-MIR3974,"GeneID:100616279,HGNC:HGNC:41672,miRBase:MI0016992",MIR3974,Gene,miRNA,gene,NC_000012.12,1,17673299,17673394,2
10778,10779,2217482,gene-LOC102724227,GeneID:102724227,LOC102724227,Gene,lncRNA,gene,NC_000012.12,1,18753160,18817814,3
10779,10780,2217500,gene-LOC107984527,GeneID:107984527,LOC107984527,Gene,lncRNA,gene,NC_000012.12,1,19036829,19068938,1
10780,10781,2218691,gene-LOC101928387,GeneID:101928387,LOC101928387,Gene,lncRNA,gene,NC_000012.12,1,19553044,19672993,5
10781,10782,2218723,gene-LOC105369682,GeneID:105369682,LOC105369682,Gene,lncRNA,gene,NC_000012.12,-1,19843747,19853524,1
10782,10783,2218736,gene-LINC02398,"GeneID:100506393,HGNC:HGNC:53325",LINC02398,Gene,lncRNA,gene,NC_000012.12,1,20014685,20098868,1
10783,10784,2218741,gene-LOC105369685,GeneID:105369685,LOC105369685,Gene,lncRNA,gene,NC_000012.12,-1,20094652,20109927,2
10784,10785,2218751,gene-LINC02468,"GeneID:105369684,HGNC:HGNC:53406",LINC02468,Gene,lncRNA,gene,NC_000012.12,-1,20120980,20127901,1
10785,10786,2218757,gene-LOC105369686,GeneID:105369686,LOC105369686,Gene,lncRNA,gene,NC_000012.12,1,20192290,20212433,1
10786,10787,2218762,gene-LOC105369687,GeneID:105369687,LOC105369687,Gene,lncRNA,gene,NC_000012.12,1,20212441,20215309,2
10787,10788,2218770,gene-LOC105369688,GeneID:105369688,LOC105369688,Gene,lncRNA,gene,NC_000012.12,-1,20320432,20328750,1
10788,10789,2220403,gene-LOC105369689,GeneID:105369689,LOC105369689,Gene,lncRNA,gene,NC_000012.12,1,21662313,21828991,2
10789,10790,2220412,gene-LOC102724261,GeneID:102724261,LOC102724261,Gene,lncRNA,gene,NC_000012.12,-1,21725611,21758050,1
10790,10791,2221255,gene-LOC105369690,GeneID:105369690,LOC105369690,Gene,lncRNA,gene,NC_000012.12,-1,22062441,22087302,2
10791,10792,2221303,gene-LOC112268093,GeneID:112268093,LOC112268093,Gene,lncRNA,gene,NC_000012.12,-1,22307088,22315946,1
10792,10793,2221307,gene-LOC105369151,GeneID:105369151,LOC105369151,Gene,lncRNA,gene,NC_000012.12,-1,22324379,22333990,1
10793,10794,2222676,gene-LOC105369692,GeneID:105369692,LOC105369692,Gene,lncRNA,gene,NC_000012.12,1,22578276,22591397,1
10794,10795,2222681,gene-LOC105369691,GeneID:105369691,LOC105369691,Gene,lncRNA,gene,NC_000012.12,-1,22589007,22625046,2
10795,10796,2222760,gene-LOC107984516,GeneID:107984516,LOC107984516,Gene,lncRNA,gene,NC_000012.12,1,22699189,22744525,1
10796,10797,2222769,gene-LOC101928441,GeneID:101928441,LOC101928441,Gene,lncRNA,gene,NC_000012.12,1,23175636,23191587,1
10797,10798,2224123,gene-LOC105369697,GeneID:105369697,LOC105369697,Gene,lncRNA,gene,NC_000012.12,1,23632274,23638561,1
10798,10799,2224128,gene-LOC105369696,GeneID:105369696,LOC105369696,Gene,lncRNA,gene,NC_000012.12,1,23755222,23757029,1
10799,10800,2224134,gene-MIR920,"GeneID:100126320,HGNC:HGNC:33670,miRBase:MI0005712",MIR920,Gene,miRNA,gene,NC_000012.12,1,24212421,24212495,2
10800,10801,2224139,gene-SOX5-AS1,"GeneID:101928471,HGNC:HGNC:53311",SOX5-AS1,Gene,lncRNA,gene,NC_000012.12,1,24223271,24237965,2
10801,10802,2224149,gene-LINC00477,"GeneID:144360,HGNC:HGNC:26557",LINC00477,Gene,lncRNA,gene,NC_000012.12,-1,24566964,24584168,1
10802,10803,2224157,gene-LOC105369698,GeneID:105369698,LOC105369698,Gene,lncRNA,gene,NC_000012.12,-1,24615357,24705769,1
10803,10804,2224310,gene-LOC105369699,GeneID:105369699,LOC105369699,Gene,lncRNA,gene,NC_000012.12,1,24818056,24836555,3
10804,10805,2224324,gene-LOC107984475,GeneID:107984475,LOC107984475,Gene,lncRNA,gene,NC_000012.12,1,24955631,24963759,1
10805,10806,2225602,gene-LOC105369701,GeneID:105369701,LOC105369701,Gene,lncRNA,gene,NC_000012.12,-1,25342604,25357942,2
10806,10807,2226040,gene-MIR4302,"GeneID:100422897,HGNC:HGNC:38185,miRBase:MI0015833",MIR4302,Gene,miRNA,gene,NC_000012.12,-1,25874020,25874079,2
10807,10808,2226045,gene-RASSF8-AS1,"GeneID:100506451,HGNC:HGNC:48637",RASSF8-AS1,Gene,lncRNA,gene,NC_000012.12,-1,25954654,25959442,2
10808,10809,2226182,gene-LOC107984501,GeneID:107984501,LOC107984501,Gene,lncRNA,gene,NC_000012.12,-1,26004118,26006097,1
10809,10810,2226231,gene-LOC101928554,GeneID:101928554,LOC101928554,Gene,lncRNA,gene,NC_000012.12,-1,26210842,26223265,2
10810,10811,2226239,gene-LOC105369705,GeneID:105369705,LOC105369705,Gene,lncRNA,gene,NC_000012.12,1,26252474,26310464,4
10811,10812,2226264,gene-LOC105369704,GeneID:105369704,LOC105369704,Gene,lncRNA,gene,NC_000012.12,-1,26273329,26276096,1
10812,10813,2226268,gene-LOC107984482,GeneID:107984482,LOC107984482,Gene,lncRNA,gene,NC_000012.12,-1,26322920,26332801,1
10813,10814,2226803,gene-LOC105369706,GeneID:105369706,LOC105369706,Gene,lncRNA,gene,NC_000012.12,1,26783147,26808385,2
10814,10815,2228567,gene-ARNTL2-AS1,"GeneID:101928646,HGNC:HGNC:49892",ARNTL2-AS1,Gene,lncRNA,gene,NC_000012.12,-1,27389789,27446634,1
10815,10816,2230513,gene-LOC107984461,GeneID:107984461,LOC107984461,Gene,lncRNA,gene,NC_000012.12,-1,27690555,27710751,2
10816,10817,2230622,gene-LOC105369709,GeneID:105369709,LOC105369709,Gene,lncRNA,gene,NC_000012.12,-1,27810667,27824082,2
10817,10818,2230690,gene-LOC105369710,GeneID:105369710,LOC105369710,Gene,lncRNA,gene,NC_000012.12,-1,28061641,28129574,3
10818,10819,2230703,gene-LOC107984462,GeneID:107984462,LOC107984462,Gene,lncRNA,gene,NC_000012.12,1,28123001,28134879,1
10819,10820,2230709,gene-LOC729291,GeneID:729291,LOC729291,Gene,lncRNA,gene,NC_000012.12,-1,28185625,28190738,1
10820,10821,2231397,gene-LOC101928705,GeneID:101928705,LOC101928705,Gene,lncRNA,gene,NC_000012.12,1,28566406,28578259,2
10821,10822,2231404,gene-LOC105369711,GeneID:105369711,LOC105369711,Gene,lncRNA,gene,NC_000012.12,-1,28715346,28795132,2
10822,10823,2231413,gene-LOC101928735,GeneID:101928735,LOC101928735,Gene,lncRNA,gene,NC_000012.12,1,29040616,29057834,3
10823,10824,2231598,gene-LOC100506606,GeneID:100506606,LOC100506606,Gene,lncRNA,gene,NC_000012.12,-1,29280415,29317848,1
10824,10825,2231696,gene-OVCH1-AS1,"GeneID:101055625,HGNC:HGNC:44484",OVCH1-AS1,Gene,lncRNA,gene,NC_000012.12,1,29389294,29487324,3
10825,10826,2232481,gene-LOC105369714,GeneID:105369714,LOC105369714,Gene,lncRNA,gene,NC_000012.12,1,29518692,29531478,2
10826,10827,2232492,gene-LOC105369715,GeneID:105369715,LOC105369715,Gene,lncRNA,gene,NC_000012.12,-1,29868738,30051496,4
10827,10828,2232517,gene-LOC105369716,GeneID:105369716,LOC105369716,Gene,lncRNA,gene,NC_000012.12,1,29873497,29890563,1
10828,10829,2232522,gene-LINC02386,"GeneID:105369717,HGNC:HGNC:53312",LINC02386,Gene,lncRNA,gene,NC_000012.12,-1,30230798,30296988,4
10829,10830,2232551,gene-LOC105369718,GeneID:105369718,LOC105369718,Gene,lncRNA,gene,NC_000012.12,-1,30315495,30320798,1
10830,10831,2232557,gene-LOC105369719,GeneID:105369719,LOC105369719,Gene,lncRNA,gene,NC_000012.12,-1,30562965,30602160,5
10831,10832,2232581,gene-LOC105369720,GeneID:105369720,LOC105369720,Gene,lncRNA,gene,NC_000012.12,-1,30615058,30625951,3
10832,10833,2234626,gene-LOC645485,GeneID:645485,LOC645485,Gene,lncRNA,gene,NC_000012.12,1,30755074,30780739,1
10833,10834,2234630,gene-LINC00941,"GeneID:100287314,HGNC:HGNC:48635",LINC00941,Gene,lncRNA,gene,NC_000012.12,1,30795681,30802711,1
10834,10835,2234637,gene-LOC107984476,GeneID:107984476,LOC107984476,Gene,lncRNA,gene,NC_000012.12,-1,30869147,30880389,2
10835,10836,2234731,gene-DDX11-AS1,"GeneID:100506660,HGNC:HGNC:44176",DDX11-AS1,Gene,lncRNA,gene,NC_000012.12,-1,31020763,31073847,1
10836,10837,2237014,gene-FLJ13224,GeneID:79857,FLJ13224,Gene,lncRNA,gene,NC_000012.12,1,31324316,31325945,1
10837,10838,2237017,gene-LINC02387,"GeneID:101929027,HGNC:HGNC:53313",LINC02387,Gene,lncRNA,gene,NC_000012.12,-1,31363481,31369301,1
10838,10839,2237518,gene-DENND5B-AS1,"GeneID:100874249,HGNC:HGNC:42517",DENND5B-AS1,Gene,lncRNA,gene,NC_000012.12,1,31589923,31615351,1
10839,10840,2237711,gene-LOC105369722,GeneID:105369722,LOC105369722,Gene,lncRNA,gene,NC_000012.12,1,31723500,31728961,1
10840,10841,2237716,gene-LOC105369724,GeneID:105369724,LOC105369724,Gene,lncRNA,gene,NC_000012.12,-1,31748789,31757120,4
10841,10842,2237735,gene-LOC107984470,GeneID:107984470,LOC107984470,Gene,lncRNA,gene,NC_000012.12,-1,31779037,31786176,2
10842,10843,2237748,gene-LOC107984532,GeneID:107984532,LOC107984532,Gene,lncRNA,gene,NC_000012.12,-1,31796244,31804715,1
10843,10844,2237754,gene-LINC02422,"GeneID:105369723,HGNC:HGNC:53352",LINC02422,Gene,lncRNA,gene,NC_000012.12,-1,31876969,31887203,1
10844,10845,2237766,gene-LOC105369725,GeneID:105369725,LOC105369725,Gene,lncRNA,gene,NC_000012.12,-1,31958493,31959219,1
10845,10846,2237817,gene-LOC102724618,GeneID:102724618,LOC102724618,Gene,lncRNA,gene,NC_000012.12,1,31996895,32046116,2
10846,10847,2237826,gene-LOC107984473,GeneID:107984473,LOC107984473,Gene,lncRNA,gene,NC_000012.12,1,32058642,32084691,1
10847,10848,2239425,gene-LOC105369726,GeneID:105369726,LOC105369726,Gene,lncRNA,gene,NC_000012.12,1,33685981,33691766,1
10848,10849,2239466,gene-LOC107984469,GeneID:107984469,LOC107984469,Gene,lncRNA,gene,NC_000012.12,1,38138490,38142651,1
10849,10850,2239685,gene-LOC107984504,GeneID:107984504,LOC107984504,Gene,lncRNA,gene,NC_000012.12,1,38905683,38909592,1
10850,10851,2239690,gene-LOC107984484,GeneID:107984484,LOC107984484,Gene,lncRNA,gene,NC_000012.12,-1,39058001,39059928,1
10851,10852,2239695,gene-LINC02406,"GeneID:105369730,HGNC:HGNC:53334",LINC02406,Gene,lncRNA,gene,NC_000012.12,-1,39087460,39095792,1
10852,10853,2241159,gene-LOC101927019,GeneID:101927019,LOC101927019,Gene,lncRNA,gene,NC_000012.12,1,39315932,39328174,1
10853,10854,2241538,gene-LOC112268095,GeneID:112268095,LOC112268095,Gene,lncRNA,gene,NC_000012.12,1,40071998,40085945,1
10854,10855,2241543,gene-LINC02555,"GeneID:101930164,HGNC:HGNC:53593",LINC02555,Gene,lncRNA,gene,NC_000012.12,-1,40140926,40159940,4
10855,10856,2241566,gene-LINC02471,"GeneID:105369734,HGNC:HGNC:53410",LINC02471,Gene,lncRNA,gene,NC_000012.12,1,40156239,40167847,1
10856,10857,2241570,gene-LOC107984474,GeneID:107984474,LOC107984474,Gene,lncRNA,gene,NC_000012.12,-1,40189176,40194577,1
10857,10858,2241575,gene-LOC105369735,GeneID:105369735,LOC105369735,Gene,lncRNA,gene,NC_000012.12,1,40207310,40210507,1
10858,10859,2242371,gene-LOC105369736,GeneID:105369736,LOC105369736,Gene,lncRNA,gene,NC_000012.12,-1,40354667,40443896,6
10859,10860,2243314,gene-LOC107984496,GeneID:107984496,LOC107984496,Gene,lncRNA,gene,NC_000012.12,-1,41010136,41015161,1
10860,10861,2243357,gene-LOC107984499,GeneID:107984499,LOC107984499,Gene,lncRNA,gene,NC_000012.12,-1,41409458,41412839,1
10861,10862,2243361,gene-LOC107984498,GeneID:107984498,LOC107984498,Gene,lncRNA,gene,NC_000012.12,-1,41555749,41567773,1
10862,10863,2243369,gene-LINC02400,"GeneID:101927038,HGNC:HGNC:53327",LINC02400,Gene,lncRNA,gene,NC_000012.12,1,41764189,41765581,2
10863,10864,2243378,gene-LOC105378247,GeneID:105378247,LOC105378247,Gene,lncRNA,gene,NC_000012.12,-1,41979337,42026607,1
10864,10865,2243627,gene-MIR7851,"GeneID:102467003,HGNC:HGNC:50127,miRBase:MI0025521",MIR7851,Gene,miRNA,gene,NC_000012.12,-1,42323700,42323859,2
10865,10866,2244648,gene-LINC02402,"GeneID:101927058,HGNC:HGNC:53329",LINC02402,Gene,lncRNA,gene,NC_000012.12,-1,42615503,42646498,1
10866,10867,2244658,gene-LINC02451,"GeneID:105369738,HGNC:HGNC:53383",LINC02451,Gene,lncRNA,gene,NC_000012.12,1,42646583,42686701,2
10867,10868,2244673,gene-LINC02450,"GeneID:105369739,HGNC:HGNC:53382",LINC02450,Gene,lncRNA,gene,NC_000012.12,1,42692216,42717119,1
10868,10869,2244681,gene-LINC02461,"GeneID:105369740,HGNC:HGNC:53398",LINC02461,Gene,lncRNA,gene,NC_000012.12,1,43155315,43163110,1
10869,10870,2246333,gene-LOC105369742,GeneID:105369742,LOC105369742,Gene,lncRNA,gene,NC_000012.12,1,45035043,45045650,1
10870,10871,2246597,gene-LOC105369743,GeneID:105369743,LOC105369743,Gene,lncRNA,gene,NC_000012.12,-1,45390506,45568844,3
10871,10872,2246621,gene-LOC105369744,GeneID:105369744,LOC105369744,Gene,lncRNA,gene,NC_000012.12,-1,45595826,45610646,1
10872,10873,2246626,gene-LINC00938,"GeneID:400027,HGNC:HGNC:48630",LINC00938,Gene,lncRNA,gene,NC_000012.12,-1,45725720,45727921,1
10873,10874,2246806,gene-LOC105369745,GeneID:105369745,LOC105369745,Gene,lncRNA,gene,NC_000012.12,-1,45825816,45849646,2
10874,10875,2247460,gene-LOC105378248,GeneID:105378248,LOC105378248,Gene,lncRNA,gene,NC_000012.12,1,46269071,46278613,4
10875,10876,2247552,gene-LOC102723757,GeneID:102723757,LOC102723757,Gene,lncRNA,gene,NC_000012.12,1,46372783,46373778,2
10876,10877,2247559,gene-LOC100288798,GeneID:100288798,LOC100288798,Gene,lncRNA,gene,NC_000012.12,1,46383676,46652579,5
10877,10878,2247684,gene-LOC107984466,GeneID:107984466,LOC107984466,Gene,lncRNA,gene,NC_000012.12,1,46970092,46972975,1
10878,10879,2247807,gene-MIR4698,"GeneID:100616486,HGNC:HGNC:41867,miRBase:MI0017331",MIR4698,Gene,miRNA,gene,NC_000012.12,1,47187812,47187891,2
10879,10880,2247812,gene-PCED1B-AS1,"GeneID:100233209,HGNC:HGNC:44166",PCED1B-AS1,Gene,lncRNA,gene,NC_000012.12,-1,47208420,47216443,1
10880,10881,2247817,gene-LOC105369746,GeneID:105369746,LOC105369746,Gene,lncRNA,gene,NC_000012.12,-1,47237671,47250461,1
10881,10882,2247821,gene-LOC105369747,GeneID:105369747,LOC105369747,Gene,lncRNA,gene,NC_000012.12,-1,47305917,47307399,1
10882,10883,2247826,gene-LINC02416,"GeneID:107984528,HGNC:HGNC:53345",LINC02416,Gene,lncRNA,gene,NC_000012.12,1,47353719,47370082,3
10883,10884,2247840,gene-MIR4494,"GeneID:100616478,HGNC:HGNC:41731,miRBase:MI0016856",MIR4494,Gene,miRNA,gene,NC_000012.12,-1,47364186,47364269,2
10884,10885,2247845,gene-LINC02156,"GeneID:111082992,HGNC:HGNC:53017",LINC02156,Gene,lncRNA,gene,NC_000012.12,1,47415008,47420179,1
10885,10886,2247975,gene-LOC105369748,GeneID:105369748,LOC105369748,Gene,lncRNA,gene,NC_000012.12,1,47706059,47740134,8
10886,10887,2249224,gene-LINC02354,"GeneID:107984503,HGNC:HGNC:53276",LINC02354,Gene,lncRNA,gene,NC_000012.12,1,47831379,47840108,1
10887,10888,2250099,gene-LOC105369752,GeneID:105369752,LOC105369752,Gene,lncRNA,gene,NC_000012.12,1,47980657,47982875,1
10888,10889,2250105,gene-LOC105369750,GeneID:105369750,LOC105369750,Gene,lncRNA,gene,NC_000012.12,1,48014103,48032350,6
10889,10890,2252237,gene-MIR6505,"GeneID:102466657,HGNC:HGNC:50104,miRBase:MI0022217",MIR6505,Gene,miRNA,gene,NC_000012.12,1,48132797,48132867,3
